rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_60cde255c073cc,entity_60cde255c073ccc5,reported,reported,Neolampranthin II,,betalain,,C34H32N2O16,724.17518295334,,,725.1825,696.18;695.17;693.19;692.18;691.18;690.17;689.16;688.15;687.15;685.19;683.17;682.16;681.19;680.18;679.18;678.17;677.16;673.17;672.16;671.15;669.14;667.18;666.17;665.16;664.19;663.18;662.17;661.17;660.16;659.15;655.18;653.16;652.15;650.17;649.17;647.19;645.17;644.16;643.16;637.17;636.16;635.15;634.14;632.16;631.16;619.16;617.14;609.17;601.15;545.15;544.14;543.14;532.14;531.12;530.12;529.11;528.15;527.14;526.13;519.15;518.14;517.13;516.15;515.13;514.13;513.11;512.11;511.1;510.14;503.13;502.12;501.14;500.13;499.12;498.14;497.12;496.11;495.1;493.09;491.13;489.14;488.16;487.15;486.14;485.12;484.11;483.13;482.12;479.11;477.09;475.12;474.14;473.14;472.14;471.14;470.14;469.12;468.12;467.11;461.14;459.1;458.1;456.14;455.13;452.13;451.11;449.14;447.13;446.12;444.14;443.13;441.09;431.13;430.13;429.12;428.11;426.13;425.12;423.08;417.09;415.08;413.12;411.11;387.08;386.07;385.07;384.06;373.1;371.09;370.08;369.07;368.06;367.06;359.09;358.08;357.11;356.1;355.09;354.08;353.08;352.07;351.09;350.09;347.09;345.07;343.09;342.08;341.08;340.07;339.1;338.09;337.08;336.07;334.09;333.07;329.08;327.1;326.09;325.08;324.08;323.08;322.09;321.1;320.08;319.07;317.08;315.06;314.05;313.08;312.07;311.1;307.08;306.07;302.07;301.08;299.07;298.06;294.1;293.09;285.09;283.07;282.06;279.06;278.05;277.05;276.09;267.09;265.05;264.04;263.07;262.06;261.05;255.09;253.07;252.06;251.07;250.08;249.05;247.03;237.08;235.07;233.06;231.04;221.06;209.06;207.05;206.03;194.04;193.04;192.03;191.06;190.05;181.05;180.04;179.03;178.05;177.04;176.03;167.07;165.05;164.05;163.04;162.05;150.05;149.05;148.04;147.04;146.04;145.05;136.08;135.04;134.04;132.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_5278fa78b407400b5a0b,candidate,Structured compound record mined from local corpus text.
cmp_3ffadd1058bfbd,entity_3ffadd1058bfbd2d,reported,reported,Dehydrogenated tridecarboxy-neobetanin,,betalain,,C21H22N2O7,414.14270105491,,,415.1499,395.12;394.12;393.11;389.13;388.13;387.16;385.14;384.13;383.12;382.12;381.11;380.14;379.13;378.12;377.11;373.14;371.12;370.12;369.14;368.1;367.13;366.12;365.11;364.11;363.1;361.12;359.12;357.11;355.13;354.12;353.11;352.11;351.1;349.12;348.11;347.1;343.13;342.12;341.11;340.11;339.1;338.09;337.12;336.11;335.1;329.11;327.13;325.12;324.11;323.1;322.09;321.09;319.11;318.1;317.09;313.12;312.11;311.1;310.09;309.09;308.08;307.11;306.1;305.09;300.09;299.1;296.09;295.11;294.1;293.09;292.08;291.08;286.09;285.1;283.11;282.08;281.09;280.08;279.08;277.1;276.09;275.08;273.1;271.08;270.07;267.11;265.1;264.09;255.09;254.08;253.1;252.09;251.08;239.12;237.1;236.09;235.09;234.08;227.08;226.07;223.12;221.11;220.1;213.1;211.09;210.08;197.11;195.09;180.06;179.06;178.05;177.04;175.02;174.05;165.08;164.07;163.06;162.05;161.04;160.04;159.03;151.06;150.05;149.05;148.04;147.07;146.06;145.05;144.04;143.03;139.06;137.08;136.08;135.07;134.06;133.05;132.07;131.03;130.03;129.05;127.04;122.06;121.05;120.04;119.03;118.03;117.02;116.05;115.04;114.03;113.02;110.06;109.03;108.02;107.07;105.05;104.05;103.04;102.03;101.02;100.02,,reported,,chunk_2e65e0feaffaefa9faf8,candidate,Structured compound record mined from local corpus text.
cmp_b7340c7256bb09,entity_b7340c7256bb0914,reported,reported,Isoamaranthin,,betalain,,C30H34N2O19,726.1755768765099,,,727.1829,698.18;697.17;695.19;694.19;693.18;692.17;691.16;690.15;689.15;687.19;685.17;683.19;682.19;681.18;680.17;679.16;677.18;676.17;675.17;674.16;673.15;671.14;669.18;667.2;665.18;664.17;663.17;662.16;661.15;659.17;657.18;655.16;654.15;653.18;652.17;651.17;649.19;648.18;647.17;646.16;645.16;641.18;639.17;638.16;637.15;636.14;635.17;634.16;633.16;625.19;623.17;621.16;619.14;607.18;605.16;603.15;601.13;558.15;551.15;550.14;549.14;545.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;518.13;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;502.13;501.12;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.12;485.13;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;473.13;472.12;471.14;470.13;469.12;465.15;463.13;462.12;461.13;460.11;459.14;458.13;457.13;456.13;455.12;449.13;447.11;446.11;445.13;444.13;443.12;433.13;431.12;430.11;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_4a9c5643144821aa03cd,candidate,Structured compound record mined from local corpus text.
cmp_41c417ae24fa20,entity_41c417ae24fa201a,reported,reported,Iresinin I,,betalain,,C36H42N2O23,870.21783561263,,,871.2251,842.22;841.21;839.24;837.22;836.21;835.2;833.19;831.23;829.21;827.24;826.23;825.22;824.21;823.2;821.22;819.21;817.19;813.22;811.24;809.22;808.22;807.21;801.22;799.2;798.2;797.22;796.22;795.21;785.22;783.21;782.2;781.19;767.21;765.2;763.18;727.18;726.18;725.17;711.19;709.17;708.16;707.16;702.19;699.19;697.17;695.19;694.19;693.18;691.16;689.15;683.19;681.18;679.2;678.19;677.18;676.17;675.16;673.15;669.18;667.2;665.18;663.2;662.17;661.19;660.18;659.17;658.16;657.16;655.16;651.17;649.19;647.17;646.17;645.17;644.16;643.18;641.16;639.17;637.15;633.19;632.18;631.18;630.17;629.17;628.16;627.16;626.15;625.19;623.17;621.16;619.18;617.17;616.16;607.18;606.17;605.17;601.18;600.17;599.16;593.17;591.16;590.15;589.18;588.17;587.16;577.18;575.16;574.15;573.15;572.14;571.17;570.16;569.15;561.18;559.17;557.15;551.15;549.14;535.16;534.15;533.14;532.13;531.12;518.13;517.15;516.13;515.13;514.12;513.11;502.16;501.12;500.12;499.13;497.12;486.14;485.13;484.14;483.11;482.13;481.12;479.13;473.13;470.14;469.13;468.13;467.12;461.13;455.12;452.13;451.12;450.12;449.13;447.11;446.11;445.13;444.13;443.12;441.14;433.13;431.12;429.14;428.09;427.12;426.12;425.11;423.13;417.14;415.12;414.12;413.14;412.14;411.13;401.14;399.13;397.11;396.11;395.13;394.13;393.12;389.1;388.09;387.08;386.07;383.13;381.12;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;337.08;335.09;331.09;329.11;327.1;326.09;325.08;324.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_5c925f68a32e70649023,candidate,Structured compound record mined from local corpus text.
cmp_ec2bcb41fcb559,entity_ec2bcb41fcb5593a,reported,reported,Isoiresinin I,,betalain,,C36H42N2O23,870.21783561263,,,871.2251,842.22;841.21;839.24;837.22;836.21;835.2;833.19;831.23;829.21;827.24;826.23;825.22;824.21;823.2;821.22;819.21;817.19;813.22;811.24;809.22;808.22;807.21;801.22;799.2;798.2;797.22;796.22;795.21;785.22;783.21;782.2;781.19;767.21;765.2;763.18;727.18;726.18;725.17;711.19;709.17;708.16;707.16;702.19;699.19;697.17;695.19;694.19;693.18;691.16;689.15;683.19;681.18;679.2;678.19;677.18;676.17;675.16;673.15;669.18;667.2;665.18;663.2;662.17;661.19;660.18;659.17;658.16;657.16;655.16;651.17;649.19;647.17;646.17;645.17;644.16;643.18;641.16;639.17;637.15;633.19;632.18;631.18;630.17;629.17;628.16;627.16;626.15;625.19;623.17;621.16;619.18;617.17;616.16;607.18;606.17;605.17;601.18;600.17;599.16;593.17;591.16;590.15;589.18;588.17;587.16;577.18;575.16;574.15;573.15;572.14;571.17;570.16;569.15;561.18;559.17;557.15;551.15;549.14;535.16;534.15;533.14;532.13;531.12;518.13;517.15;516.13;515.13;514.12;513.11;502.16;501.12;500.12;499.13;497.12;486.14;485.13;484.14;483.11;482.13;481.12;479.13;473.13;470.14;469.13;468.13;467.12;461.13;455.12;452.13;451.12;450.12;449.13;447.11;446.11;445.13;444.13;443.12;441.14;433.13;431.12;429.14;428.09;427.12;426.12;425.11;423.13;417.14;415.12;414.12;413.14;412.14;411.13;401.14;399.13;397.11;396.11;395.13;394.13;393.12;389.1;388.09;387.08;386.07;383.13;381.12;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;337.08;335.09;331.09;329.11;327.1;326.09;325.08;324.08;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_42ce1cd78fe0605e8778,candidate,Structured compound record mined from local corpus text.
cmp_75c2c11c26014e,entity_75c2c11c26014e55,reported,reported,Celosianin I (argentianin),,betalain,,C39H40N2O21,872.21235630903,,,873.2196,844.22;843.21;841.23;840.22;839.21;838.21;837.2;836.19;835.18;833.22;831.21;829.23;828.22;827.21;826.21;825.2;823.22;822.21;821.2;820.2;819.19;817.17;815.21;813.23;811.22;810.21;809.2;808.2;807.19;805.21;803.21;801.2;800.19;799.22;798.21;797.2;795.22;794.22;793.21;792.2;791.19;787.22;785.2;784.2;783.19;782.18;781.21;780.2;779.19;771.22;769.21;767.19;765.18;753.21;751.2;749.18;747.17;709.17;708.16;707.16;704.18;693.18;692.17;691.16;690.15;689.15;681.18;680.18;679.16;678.17;677.16;675.17;673.15;671.14;665.18;664.16;663.16;662.17;661.16;660.16;659.15;657.16;655.14;651.17;648.17;647.16;646.15;645.15;639.17;637.15;635.16;634.18;633.17;632.16;631.17;630.16;629.15;628.14;623.17;621.16;619.17;618.16;608.16;607.17;605.16;603.17;602.16;601.16;595.17;593.15;592.14;591.17;590.16;589.16;579.17;577.16;576.15;575.14;574.13;573.16;572.15;571.14;561.16;559.14;557.13;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_ca55fc80231a5c3ecca0,candidate,Structured compound record mined from local corpus text.
cmp_915520c28ec21f,entity_915520c28ec21fa8,reported,reported,Isocelosianin I (isoargentianin),,betalain,,C39H40N2O21,872.21235630903,,,873.2196,844.22;843.21;841.23;840.22;839.21;838.21;837.2;836.19;835.18;833.22;831.21;829.23;828.22;827.21;826.21;825.2;823.22;822.21;821.2;820.2;819.19;817.17;815.21;813.23;811.22;810.21;809.2;808.2;807.19;805.21;803.21;801.2;800.19;799.22;798.21;797.2;795.22;794.22;793.21;792.2;791.19;787.22;785.2;784.2;783.19;782.18;781.21;780.2;779.19;771.22;769.21;767.19;765.18;753.21;751.2;749.18;747.17;709.17;708.16;707.16;704.18;693.18;692.17;691.16;690.15;689.15;681.18;680.18;679.16;678.17;677.16;675.17;673.15;671.14;665.18;664.16;663.16;662.17;661.16;660.16;659.15;657.16;655.14;651.17;648.17;647.16;646.15;645.15;639.17;637.15;635.16;634.18;633.17;632.16;631.17;630.16;629.15;628.14;623.17;621.16;619.17;618.16;608.16;607.17;605.16;603.17;602.16;601.16;595.17;593.15;592.14;591.17;590.16;589.16;579.17;577.16;576.15;575.14;574.13;573.16;572.15;571.14;561.16;559.14;557.13;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_668748d072a7bc456d32,candidate,Structured compound record mined from local corpus text.
cmp_bb4dcb12038eef,entity_bb4dcb12038eef0b,reported,reported,Celosianin II,,betalain,,C40H42N2O22,902.22292099306,,,903.2302,874.23;873.22;871.24;870.23;869.22;868.22;867.21;866.2;865.19;863.24;861.22;859.24;858.23;857.22;856.22;855.21;853.23;852.22;851.21;850.21;849.2;847.18;845.22;843.25;841.23;840.22;839.21;838.21;837.2;835.22;833.22;831.21;830.2;829.23;828.22;827.21;825.23;824.23;823.22;822.21;821.2;817.23;815.21;814.21;813.2;812.19;811.22;810.21;809.2;801.23;799.22;797.2;795.19;783.22;781.21;779.19;777.18;734.19;721.18;710.19;709.17;708.18;707.17;695.18;694.17;693.18;692.18;691.16;690.17;689.15;681.18;679.16;678.18;677.17;676.16;675.17;673.15;671.14;665.18;664.19;663.17;662.17;661.18;660.17;659.16;658.15;657.16;655.14;651.17;649.18;648.17;647.17;645.16;639.17;638.17;637.18;635.17;633.18;632.17;631.17;625.18;623.16;622.15;621.18;620.17;619.17;609.18;607.17;606.16;605.15;604.14;603.17;602.16;601.16;591.17;589.16;587.14;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_cf1a079ddaaeaeda1d5a,candidate,Structured compound record mined from local corpus text.
cmp_e4c1670e41188a,entity_e4c1670e41188ae1,reported,reported,Isocelosianin II,,betalain,,C40H42N2O22,902.22292099306,,,903.2302,874.23;873.22;871.24;870.23;869.22;868.22;867.21;866.2;865.19;863.24;861.22;859.24;858.23;857.22;856.22;855.21;853.23;852.22;851.21;850.21;849.2;847.18;845.22;843.25;841.23;840.22;839.21;838.21;837.2;835.22;833.22;831.21;830.2;829.23;828.22;827.21;825.23;824.23;823.22;822.21;821.2;817.23;815.21;814.21;813.2;812.19;811.22;810.21;809.2;801.23;799.22;797.2;795.19;783.22;781.21;779.19;777.18;734.19;721.18;710.19;709.17;708.18;707.17;695.18;694.17;693.18;692.18;691.16;690.17;689.15;681.18;679.16;678.18;677.17;676.16;675.17;673.15;671.14;665.18;664.19;663.17;662.17;661.18;660.17;659.16;658.15;657.16;655.14;651.17;649.18;648.17;647.17;645.16;639.17;638.17;637.18;635.17;633.18;632.17;631.17;625.18;623.16;622.15;621.18;620.17;619.17;609.18;607.17;606.16;605.15;604.14;603.17;602.16;601.16;591.17;589.16;587.14;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_75d76f4c5281f97a3299,candidate,Structured compound record mined from local corpus text.
cmp_20994f552d009f,entity_20994f552d009f3a,reported,reported,Sinapoyl-amaranthin,,betalain,,C41H44N2O23,932.23348567709,,,933.2408,904.24;903.23;901.25;900.24;899.24;898.23;897.22;896.21;895.2;893.25;891.23;889.25;888.24;887.24;886.23;885.22;883.24;882.23;881.22;880.22;879.21;877.19;875.24;873.26;871.24;870.23;869.22;868.22;867.21;865.23;863.24;861.22;860.21;859.24;858.23;857.22;855.25;854.24;853.23;852.22;851.21;847.24;845.22;844.22;843.21;842.2;841.23;840.22;839.21;831.25;829.23;827.21;825.2;813.23;811.22;809.2;807.19;764.2;751.2;740.2;738.19;737.18;725.19;724.18;723.18;722.19;721.18;720.18;719.17;709.17;708.19;707.16;706.17;705.17;695.18;694.2;693.18;692.18;691.16;690.18;689.15;688.16;681.18;679.19;678.18;677.18;675.17;673.15;671.14;668.18;667.19;665.18;663.17;662.18;661.18;659.17;657.16;655.19;653.17;652.16;651.19;650.18;649.18;647.17;645.16;639.19;637.15;636.17;635.16;634.15;633.18;632.17;631.17;623.17;621.16;619.14;617.15;605.16;603.15;601.13;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_136579b2b35b688b59d7,candidate,Structured compound record mined from local corpus text.
cmp_27bc3df61eab9d,entity_27bc3df61eab9dcb,reported,reported,Sinapoyl-isoamaranthin,,betalain,,C41H44N2O23,932.23348567709,,,933.2408,904.24;903.23;901.25;900.24;899.24;898.23;897.22;896.21;895.2;893.25;891.23;889.25;888.24;887.24;886.23;885.22;883.24;882.23;881.22;880.22;879.21;877.19;875.24;873.26;871.24;870.23;869.22;868.22;867.21;865.23;863.24;861.22;860.21;859.24;858.23;857.22;855.25;854.24;853.23;852.22;851.21;847.24;845.22;844.22;843.21;842.2;841.23;840.22;839.21;831.25;829.23;827.21;825.2;813.23;811.22;809.2;807.19;764.2;751.2;740.2;738.19;737.18;725.19;724.18;723.18;722.19;721.18;720.18;719.17;709.17;708.19;707.16;706.17;705.17;695.18;694.2;693.18;692.18;691.16;690.18;689.15;688.16;681.18;679.19;678.18;677.18;675.17;673.15;671.14;668.18;667.19;665.18;663.17;662.18;661.18;659.17;657.16;655.19;653.17;652.16;651.19;650.18;649.18;647.17;645.16;639.19;637.15;636.17;635.16;634.15;633.18;632.17;631.17;623.17;621.16;619.14;617.15;605.16;603.15;601.13;551.15;550.14;549.14;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;519.16;517.15;516.13;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.14;503.13;501.15;500.12;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;484.12;483.11;482.11;481.15;479.13;478.12;477.15;476.14;475.13;471.14;470.13;469.12;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.12;447.14;445.12;443.12;431.12;429.1;428.09;427.12;426.12;425.11;415.12;413.11;411.09;389.1;388.09;387.08;386.07;375.12;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;335.09;331.09;329.11;327.1;326.09;325.09;324.08;323.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_47c168a3a60becc9765d,candidate,Structured compound record mined from local corpus text.
