rule_id,compound_class,subclass,source_entity,target_entity,source_entity_id,target_entity_id,transformation_name,evidence_type,template_support_level,candidate_policy,propagation_policy,reaction_arity,reactant_entities,product_entities,anchor_reactant_index,network_anchor_role,resolved_network_anchor_count,anchor_resolution_stage,reaction_type,reaction_operator,formula_equation,reactant_form_ids,product_form_ids,fragment_evidence_contract,calculated_delta_mass,chemical_validation_status,product_resolution_status,derivation_id,delta_mass,direction,repeatable,max_repeat,required_context,evidence_ids,review_status,review_note
tr_9fd38b7d18d058,ginsenoside,,Acetyl malonyl-ginsenosid e Rd,Malonyl-ginsenosid e Rd isomer,entity_a2b20bf18c50d7c5,entity_f5a35bdebdc9fae4,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_a2b20bf18c50d7c5"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_f5a35bdebdc9fae4"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C53H86O22 -> C51H84O21,"[""form_cee8af351b85c7d2""]","[""form_fe4c2564759a91a8""]",{},-42.010565,valid,unique_reported_entity,derivation_c98725090b2315,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_078952a531a177152e4d;chunk_4635eda5be96c6c9674b;chunk_5841c168bd2ba0ca31fe;chunk_6e58798f789a38e57e65;chunk_9f93d616b48dc6c4b28a,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_6d739c30fb1ae0,ginsenoside,,Ginsenoside Rb1,Ginsenoside Rd,entity_496674d5f8dd7a78,entity_6cf53cd8e18ecbba,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_496674d5f8dd7a78"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6cf53cd8e18ecbba"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C54H92O23 -> C48H82O18,"[""form_14296387449fa48c""]","[""form_301a8c7f3bc70122""]",{},-162.052823,valid,unique_reported_entity,derivation_319ebb0e99164d,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_79933ecd95e2a5,ginsenoside,,pseudoginsenosid,Ginsenoside Rd,entity_47dbc528370f3c1f,entity_6cf53cd8e18ecbba,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_47dbc528370f3c1f"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6cf53cd8e18ecbba"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C50H84O19 -> C48H82O18,"[""form_9848c2e2ea3acb86""]","[""form_301a8c7f3bc70122""]",{},-42.010565,valid,unique_reported_entity,derivation_007c48d9abf37e,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_1c1e6578ab8c9a02d5a4;chunk_295b7f0143835428ee5d;chunk_784ca4f837c7a19c3aad;chunk_999e859800fb40cc99ff,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_31d682b3020107,ginsenoside,,Rs4 isomer,Ginsenoside Rg5,entity_84f4a4ade2fac997,entity_7de542b596420380,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_84f4a4ade2fac997"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_7de542b596420380"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C44H72O13 -> C42H70O12,"[""form_38adc4cafdb440c5""]","[""form_f0c1243bf0f23510""]",{},-42.010565,valid,unique_reported_entity,derivation_8e2b43a35c8ae7,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_2cb662e303c135aead81;chunk_4a0355c3c5b01ec326e6;chunk_fd890ca0e95c605dce18,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_5999e0c55ca75f,ginsenoside,,G-Rb2,gypenoside ⅩⅦ,entity_54bdab51a5ed7d7c,entity_e936a9ddb823d0a8,loss of reported ara(p) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_54bdab51a5ed7d7c"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_e936a9ddb823d0a8"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_p_component,C53H90O22 -> C48H82O18,"[""form_f66295bbcdc4b08d""]","[""form_120250660ca40ee0""]",{},-132.042259,valid,unique_reported_entity,derivation_118d4aefca43ca,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1c1e6578ab8c9a02d5a4;chunk_44d4a4e6539fd0f822c9;chunk_654d2a4219b13a49d8a1;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_8fef7fecf143a0,ginsenoside,,ginsenoside Rs2,G-Rb2/G-Rb3/G-Rc,entity_65badd991c896f99,entity_3aad3305041f63e9,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_65badd991c896f99"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_3aad3305041f63e9"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C55H92O23 -> C53H90O22,"[""form_919a469420f7e72a""]","[""form_f54bf7ca8bf4d9b1""]",{},-42.010565,valid,unique_reported_entity,derivation_b64f3a58473121,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_1c1e6578ab8c9a02d5a4;chunk_2c82b7e414372849f471;chunk_422e82f9c16efd5c8866;chunk_784ca4f837c7a19c3aad;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_306fe851ee6812,ginsenoside,,20-glc-G-Rf,G-Rg1,entity_1e9c9158b2d9f931,entity_11d5cf053633d1b5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1e9c9158b2d9f931"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_33560fce01591579""]","[""form_f8fd40e1318431a4""]",{},-162.052823,valid,unique_reported_entity,derivation_024d9569ed02fd,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_8505b61ca1afd5,ginsenoside,,Ginsenoside Rf2 isomer,Double bond hydrated-protopana xatriol+Glc,entity_239a9af2ce5db79c,entity_ff84d9a02d61ca07,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_239a9af2ce5db79c"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_ff84d9a02d61ca07"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C42H74O14 -> C36H64O10,"[""form_c6271eb2975c29d0""]","[""form_0c1bab0699de6161""]",{},-146.057909,valid,unique_reported_entity,derivation_bb1386c2c29cb8,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_51c27bdc1cfcb8cc92a8;chunk_ddf20c4304c1d86a4b32,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_7fa9d9d1b408c4,ginsenoside,,Double bond hydrated-protopana,Double bond hydrated-protopana xatriol+Glc,entity_ae807d31818cf16c,entity_ff84d9a02d61ca07,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_ae807d31818cf16c"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_ff84d9a02d61ca07"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C42H74O15 -> C36H64O10,"[""form_54331024ff79862b""]","[""form_0c1bab0699de6161""]",{},-162.052823,valid,unique_reported_entity,derivation_b979eabab5f23b,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_8281cfafbfbe15063f30;chunk_c6453aa8bd4c6ba90fc5;chunk_ddf20c4304c1d86a4b32,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_12aec4b838a9bb,ginsenoside,,Malonyl G-Rb1,Malonyl-ginsenosid e Rd isomer,entity_5db822ad20f2067a,entity_f5a35bdebdc9fae4,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_5db822ad20f2067a"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_f5a35bdebdc9fae4"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C57H94O26 -> C51H84O21,"[""form_1cf0e85b8ea4a928""]","[""form_fe4c2564759a91a8""]",{},-162.052823,valid,unique_reported_entity,derivation_5cfda702a90bd3,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_5841c168bd2ba0ca31fe;chunk_839826e4934886ac02b2;chunk_9f93d616b48dc6c4b28a;chunk_e36fff589d05b0bd4f96,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_f9cddee821d2b2,ginsenoside,,ginsenoside Ra1,Ginsenoside Rb3,entity_2885adcc4e7f5c46,entity_51ddcb86ca8d9896,loss of reported ara(p) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_2885adcc4e7f5c46"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_51ddcb86ca8d9896"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_p_component,C58H98O26 -> C53H90O22,"[""form_35dcbbd778c74549""]","[""form_d296c75372b86da0""]",{},-132.042259,valid,unique_reported_entity,derivation_1c00b99761e8df,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_3b867ed59739d5a22268;chunk_784ca4f837c7a19c3aad;chunk_aca53f9764a6bda613c7;chunk_e67625aea59d74264f63,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_a0aa629bba2162,ginsenoside,,Malonyl-ginsenosid e Rb3,Ginsenoside Rb3,entity_b84a691072c9c3c4,entity_51ddcb86ca8d9896,loss of reported malonyl component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b84a691072c9c3c4"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_51ddcb86ca8d9896"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_malonyl_component,C56H92O25 -> C53H90O22,"[""form_20c5c3f6fe0bc45c""]","[""form_d296c75372b86da0""]",{},-86.000394,valid,unique_reported_entity,derivation_6b77cde0ac9012,-86.000394,source_to_target,FALSE,1,real resolved network anchor,chunk_772144b2e1305d68f4bc;chunk_2f6f8a757f20e58b3e80;chunk_3b867ed59739d5a22268;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_bfd37f89fedb92,ginsenoside,,Notoginsenoside R4,G-Rb3,entity_dfddba6f5833334d,entity_38d79c2f72ee3833,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_dfddba6f5833334d"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_38d79c2f72ee3833"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C59H100O27 -> C53H90O22,"[""form_c107e3b50b1181cf""]","[""form_bc23e7afc30d5b9d""]",{},-162.052823,valid,unique_reported_entity,derivation_6dba9306e51399,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_3b867ed59739d5a22268;chunk_56a9ba062b7ea0fc54cf;chunk_784ca4f837c7a19c3aad;chunk_9331c6d9d26aff836f3d;chunk_d3acabfeb9313aceb0ea;chunk_fc56392a85f26eec157f,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_bad9550d3f98c5,ginsenoside,,Acetyl gypenoside,Acetyl G-Rg3,entity_caf9176368c9f933,entity_9937b8eeb9981bdd,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_caf9176368c9f933"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_9937b8eeb9981bdd"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C50H84O19 -> C44H74O14,"[""form_8672bf959e1ebc91""]","[""form_d9b81a85dbf20814""]",{},-162.052823,valid,unique_reported_entity,derivation_6c879bd6df18f7,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_61004029bc1f218b90c1;chunk_9d87269f94909f211bfd,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_f1fd63063c106e,ginsenoside,,ginsenoside Re4,G-Rg1,entity_6a4dd182e0ce4718,entity_11d5cf053633d1b5,loss of reported ara(f) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_6a4dd182e0ce4718"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_f_component,C47H80O18 -> C42H72O14,"[""form_2142377cb9d1d762""]","[""form_f8fd40e1318431a4""]",{},-132.042259,valid,unique_reported_entity,derivation_a284afcd49b541,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_b4246df8b85e67,ginsenoside,,Ginsenoside Re,20-(R)-ginsenoside,entity_23d34ff9f882b214,entity_e664126c0e257d7d,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_23d34ff9f882b214"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_e664126c0e257d7d"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O18 -> C42H72O13,"[""form_db88fdae80105092""]","[""form_95732d1d763cd9d6""]",{},-162.052823,valid,unique_reported_entity,derivation_9b523eb04f1e27,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283;chunk_1c1e6578ab8c9a02d5a4;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_275d5c9e1f0a21,ginsenoside,,Malonyl-Rb2/Rb3/Rc,Protopanaxadio+Xy l/Ara+Glc+malonyl,entity_48de595c2dc89f4e,entity_f3c36782a47b23a8,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_48de595c2dc89f4e"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_f3c36782a47b23a8"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C56H92O25 -> C50H82O20,"[""form_8cfe12cbd748730a""]","[""form_5eac1b938a448d4e""]",{},-162.052823,valid,unique_reported_entity,derivation_51c80cc608a498,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1e0fe7dfbd0154011493;chunk_2dcc00c6d0a251ab5e2b;chunk_38304d052dd5fcd54dde;chunk_544962d9e757af72b5fb;chunk_f20c1da1fa3bf8f85bc2,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_6e49ee0c9bfb08,ginsenoside,,koryoginsenoside R1,ginsenoside Rf,entity_b506080fbc6bd6ae,entity_aa500cbc70ff655a,loss of reported but component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b506080fbc6bd6ae"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_aa500cbc70ff655a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_but_component,C46H76O15 -> C42H72O14,"[""form_10892323936e0d05""]","[""form_27b1c936bea52cc8""]",{},-68.026215,valid,unique_reported_entity,derivation_569726d791f466,-68.026215,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_603a9a2cdb8acd,ginsenoside,,G-Rg2,G-Rh1,entity_b028c328a2c35c86,entity_785007943bc3cf09,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b028c328a2c35c86"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_785007943bc3cf09"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C42H72O13 -> C36H62O9,"[""form_d1230e2f1b1cd4c4""]","[""form_725ff54cb6e1c03e""]",{},-146.057909,valid,unique_reported_entity,derivation_4393d17311579b,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_db65fa68691e3e,ginsenoside,,Ginsenoside Rg1,ginsenoside Rh1,entity_d96110b1470152a6,entity_62384753ece5380a,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_d96110b1470152a6"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_62384753ece5380a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C42H72O14 -> C36H62O9,"[""form_7e15527b576a6354""]","[""form_1c95210068583a55""]",{},-162.052823,valid,unique_reported_entity,derivation_c29987d9d777be,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_dba8ca88fb9c70,ginsenoside,,Quinquenoside R1,pseudoginsenosid,entity_18b749064f08c778,entity_47dbc528370f3c1f,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_18b749064f08c778"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_47dbc528370f3c1f"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C56H94O24 -> C50H84O19,"[""form_d9af9bd70a3593b8""]","[""form_9848c2e2ea3acb86""]",{},-162.052823,valid,unique_reported_entity,derivation_e24512d565d755,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1c1e6578ab8c9a02d5a4,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_456df456d90f25,ginsenoside,,20-Gluco-ginsenosi de Rf,G-Rg1,entity_cac1b3640c78d11c,entity_11d5cf053633d1b5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_cac1b3640c78d11c"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_66da91efb8fdb792""]","[""form_f8fd40e1318431a4""]",{},-162.052823,valid,unique_reported_entity,derivation_348bb5b7040d0f,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_733aaa0cde16bd,ginsenoside,,Double bond hydrated-protopana xatriol+2Glc,Double bond hydrated-protopana xatriol+Glc,entity_a27d067bb081f725,entity_ff84d9a02d61ca07,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_a27d067bb081f725"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_ff84d9a02d61ca07"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C42H74O15 -> C36H64O10,"[""form_0bcfc477bb48daaa""]","[""form_0c1bab0699de6161""]",{},-162.052823,valid,unique_reported_entity,derivation_192c77ff3d8902,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_2a111a871f7ba342e31b;chunk_ddf20c4304c1d86a4b32,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_3f8320c57e47db,ginsenoside,,G-Rb2/G-Rb3/G-Rc,G-Rd,entity_3aad3305041f63e9,entity_3c1dfb232de48c72,loss of reported ara(f) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_3aad3305041f63e9"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_3c1dfb232de48c72"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_f_component,C53H90O22 -> C48H82O18,"[""form_f54bf7ca8bf4d9b1""]","[""form_67c0aea2428db18b""]",{},-132.042259,valid,unique_reported_entity,derivation_c43273b8f319d3,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_ae4f457069c2b5,ginsenoside,,20-(R)-ginsenoside,G-Rh1,entity_e664126c0e257d7d,entity_785007943bc3cf09,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_e664126c0e257d7d"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_785007943bc3cf09"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C42H72O13 -> C36H62O9,"[""form_95732d1d763cd9d6""]","[""form_725ff54cb6e1c03e""]",{},-146.057909,valid,unique_reported_entity,derivation_8bccb8f521bda0,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_50ee6db21e1f6f,ginsenoside,,20-glc-G-Rf,G-Rf,entity_1e9c9158b2d9f931,entity_fc7578bb143494c5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1e9c9158b2d9f931"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_fc7578bb143494c5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_33560fce01591579""]","[""form_3892af7899663cbb""]",{},-162.052823,valid,unique_reported_entity,derivation_159b19b44eccd7,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_92e98ed45d2140,ginsenoside,,G-Rb2,Ginsenoside Rd,entity_54bdab51a5ed7d7c,entity_6cf53cd8e18ecbba,loss of reported ara(p) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_54bdab51a5ed7d7c"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6cf53cd8e18ecbba"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_p_component,C53H90O22 -> C48H82O18,"[""form_f66295bbcdc4b08d""]","[""form_301a8c7f3bc70122""]",{},-132.042259,valid,unique_reported_entity,derivation_5dc01bc8b3c21b,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_c6fb924c0866d7,ginsenoside,,G-Rg1,ginsenoside Rh1,entity_11d5cf053633d1b5,entity_62384753ece5380a,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_62384753ece5380a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C42H72O14 -> C36H62O9,"[""form_f8fd40e1318431a4""]","[""form_1c95210068583a55""]",{},-162.052823,valid,unique_reported_entity,derivation_2107f1befc7eda,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_41fd9295bf7465,ginsenoside,,Yesanchinoside D,ginsenoside Rf,entity_30007aebe52b5a0a,entity_aa500cbc70ff655a,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_30007aebe52b5a0a"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_aa500cbc70ff655a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C44H74O15 -> C42H72O14,"[""form_45fcaa75143a02d1""]","[""form_27b1c936bea52cc8""]",{},-42.010565,valid,unique_reported_entity,derivation_d6d76d9d91feff,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_2bccb6ae35a3a9,ginsenoside,,Notoginsenoside R1,Ginsenoside Rg1,entity_1c128e71fedcf015,entity_d96110b1470152a6,loss of reported xyl component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1c128e71fedcf015"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_d96110b1470152a6"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_xyl_component,C47H80O18 -> C42H72O14,"[""form_3a4457373a7d4f42""]","[""form_7e15527b576a6354""]",{},-132.042259,valid,unique_reported_entity,derivation_507f85dd00e494,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
